VendorID,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,fare_amount,payment_type
2.0,2024-01-01 00:43:00,2024-01-01 01:01:00,2,3.1002171126692226,14.833729965582446,1
1.0,2024-01-01 00:44:00,2024-01-01 01:25:00,3,5.229613393367929,15.204360916441075,1
2.0,2024-01-01 00:45:00,2024-01-01 01:10:00,5,6.188022289070927,14.610562094166411,1
1.0,2024-01-01 00:46:00,2024-01-01 01:08:00,2,18.52403655752488,6.076596354426316,2
2.0,2024-01-01 00:47:00,2024-01-01 00:56:00,4,4.992539468024844,57.12025899348544,2
2.0,2024-01-01 00:48:00,2024-01-01 00:55:00,1,6.140256104983529,97.47245768642412,1
1.0,2024-01-01 00:49:00,2024-01-01 01:16:00,2,7.70240553674393,46.67504677548039,1
2.0,2024-01-01 00:50:00,2024-01-01 01:20:00,2,13.442983403195049,56.37196267929885,1
2.0,2024-01-01 00:51:00,2024-01-01 01:32:00,2,2.80564865320674,96.95713069314576,3
2.0,2024-01-01 00:52:00,2024-01-01 01:20:00,3,19.10193164362863,29.242311733551915,1
2.0,2024-01-01 00:53:00,2024-01-01 01:46:00,5,17.37863879184791,86.55467399683498,1
2.0,2024-01-01 00:54:00,2024-01-01 01:17:00,1,11.755713423674528,56.90709438511493,1
2.0,2024-01-01 00:55:00,2024-01-01 01:50:00,3,13.643738414786656,59.10026889298602,1
1.0,2024-01-01 00:56:00,2024-01-01 01:25:00,3,0.8248791892622118,37.60151643469194,1
1.0,2024-01-01 00:57:00,2024-01-01 01:22:00,1,7.10942311929475,58.35051429185627,1
1.0,2024-01-01 00:58:00,2024-01-01 01:14:00,1,16.01537449789812,11.948538400436972,1
1.0,2024-01-01 00:59:00,2024-01-01 01:44:00,2,2.0109179889515247,77.64113939834066,2
1.0,2024-01-01 01:00:00,2024-01-01 01:37:00,1,6.005119767109044,32.04533734670581,1
1.0,2024-01-01 01:01:00,2024-01-01 00:51:00,1,11.91328815251907,89.32279130192572,1
2.0,2024-01-01 01:02:00,2024-01-01 01:59:00,1,5.500054040129365,39.94581598770856,2
1.0,2024-01-01 01:03:00,2024-01-01 01:11:00,2,18.712570495818124,18.568290496253844,1
1.0,2024-01-01 01:04:00,2024-01-01 01:50:00,3,3.0556433006836623,71.10874956500608,2
2.0,2024-01-01 01:05:00,2024-01-01 01:16:00,3,16.04918997920168,20.63492374778277,1
1.0,2024-01-01 01:06:00,2024-01-01 01:32:00,6,10.40499949217496,76.59964897658409,1
2.0,2024-01-01 01:07:00,2024-01-01 02:06:00,2,15.131450128489142,96.97066245858107,1
1.0,2024-01-01 01:08:00,2024-01-01 01:45:00,4,6.558948902073225,79.05752253554986,1
2.0,2024-01-01 01:09:00,2024-01-01 01:30:00,5,10.532547245084755,7.132678600975844,3
2.0,2024-01-01 01:10:00,2024-01-01 01:38:00,3,17.20828931960194,61.9891498650136,1
1.0,2024-01-01 01:11:00,2024-01-01 01:49:00,2,9.604122932900536,71.0640137421238,1
1.0,2024-01-01 01:12:00,2024-01-01 01:44:00,4,7.514537307250257,83.4185409506471,1
2.0,2024-01-01 01:13:00,2024-01-01 02:00:00,1,10.955030031928354,10.320219349205017,1
2.0,2024-01-01 01:14:00,2024-01-01 01:59:00,2,14.488573684209154,50.6102436554672,1
2.0,2024-01-01 01:15:00,2024-01-01 01:58:00,2,9.149485237220803,55.86023290064746,1
2.0,2024-01-01 01:16:00,2024-01-01 01:42:00,3,18.808101015274325,21.066861951196916,1
1.0,2024-01-01 01:17:00,2024-01-01 02:10:00,1,6.25144356882567,35.63273192251171,3
1.0,2024-01-01 01:18:00,2024-01-01 01:39:00,5,9.771540320297849,46.821063994335695,1
1.0,2024-01-01 01:19:00,2024-01-01 01:57:00,3,15.260089357158108,84.15492035599114,2
2.0,2024-01-01 01:20:00,2024-01-01 01:30:00,2,13.937861264667283,93.29371877666966,3
2.0,2024-01-01 01:21:00,2024-01-01 02:11:00,5,17.341000522134546,64.70016874717892,1
1.0,2024-01-01 01:22:00,2024-01-01 01:32:00,2,19.937779023281625,42.5197926720389,3
1.0,2024-01-01 01:23:00,2024-01-01 02:01:00,6,8.823737411504247,29.132946690903665,2
1.0,2024-01-01 01:24:00,2024-01-01 01:29:00,2,2.667442155774581,98.30284252143429,1
1.0,2024-01-01 01:25:00,2024-01-01 01:39:00,1,1.0931096757553755,98.38689981725403,5
2.0,2024-01-01 01:26:00,2024-01-01 01:51:00,4,14.674099669725546,92.8728100823283,1
2.0,2024-01-01 01:27:00,2024-01-01 01:36:00,3,17.543266590519956,79.63856923839282,1
2.0,2024-01-01 01:28:00,2024-01-01 01:34:00,4,4.803895425916164,35.94905665583373,2
1.0,2024-01-01 01:29:00,2024-01-01 01:55:00,6,3.5897367252031662,82.61504593227491,1
1.0,2024-01-01 01:30:00,2024-01-01 02:22:00,4,1.712999284750974,43.83533664076139,1
2.0,2024-01-01 01:31:00,2024-01-01 01:37:00,3,16.542706973485526,36.04344432472929,1
2.0,2024-01-01 01:32:00,2024-01-01 01:46:00,5,6.571947827905395,75.76220905429656,2
2.0,2024-01-01 01:33:00,2024-01-01 02:11:00,3,8.333089408815642,12.567123123940174,2
2.0,2024-01-01 01:34:00,2024-01-01 01:54:00,2,10.30362873638744,9.61345871308786,1
1.0,2024-01-01 01:35:00,2024-01-01 02:27:00,5,16.86933806708624,47.55560123221263,5
2.0,2024-01-01 01:36:00,2024-01-01 02:31:00,1,13.191247820448956,47.33568607810538,1
1.0,2024-01-01 01:37:00,2024-01-01 02:20:00,3,12.49376028222732,90.08619454106432,1
1.0,2024-01-01 01:38:00,2024-01-01 02:04:00,5,3.925605949140259,16.984544147342596,2
1.0,2024-01-01 01:39:00,2024-01-01 01:55:00,3,10.50720288834168,16.711973107979215,2
1.0,2024-01-01 01:40:00,2024-01-01 02:08:00,3,14.449929834983775,19.00799704511561,1
2.0,2024-01-01 01:41:00,2024-01-01 02:32:00,4,19.47858721909459,7.824944822987248,1
1.0,2024-01-01 01:42:00,2024-01-01 02:26:00,2,4.4274230296603685,11.814515092416295,3
2.0,2024-01-01 01:43:00,2024-01-01 02:25:00,5,0.6860953848109196,67.6876373487587,5
2.0,2024-01-01 01:44:00,2024-01-01 01:58:00,1,1.96837795517016,46.00051126616337,2
1.0,2024-01-01 01:45:00,2024-01-01 02:24:00,1,7.8291230710485955,77.5422913733613,1
1.0,2024-01-01 01:46:00,2024-01-01 02:41:00,1,16.50062063104675,99.29678326525772,5
2.0,2024-01-01 01:47:00,2024-01-01 02:40:00,2,0.6392705944807784,67.60829470440513,3
1.0,2024-01-01 01:48:00,2024-01-01 02:24:00,2,9.406246561273884,9.793279208911756,1
1.0,2024-01-01 01:49:00,2024-01-01 02:00:00,4,6.919996999157194,14.933472151662444,3
1.0,2024-01-01 01:50:00,2024-01-01 02:15:00,2,1.5233933469446876,88.69538805739724,3
1.0,2024-01-01 01:51:00,2024-01-01 02:15:00,2,9.279607590116036,55.11211473303484,4
2.0,2024-01-01 01:52:00,2024-01-01 02:22:00,1,5.467599793066017,83.3595301425953,3
2.0,2024-01-01 01:53:00,2024-01-01 02:01:00,2,7.361754269766626,86.37817194136798,2
2.0,2024-01-01 01:54:00,2024-01-01 02:44:00,3,14.259498443293714,93.12908144245432,2
2.0,2024-01-01 01:55:00,2024-01-01 02:51:00,1,10.670244186263858,95.23377452120477,1
2.0,2024-01-01 01:56:00,2024-01-01 02:22:00,1,2.93062486535986,57.70845066781409,2
1.0,2024-01-01 01:57:00,2024-01-01 02:16:00,1,19.24758353826096,37.39691636432322,2
2.0,2024-01-01 01:58:00,2024-01-01 02:42:00,1,12.900259931339898,96.37716306305988,5
2.0,2024-01-01 01:59:00,2024-01-01 02:24:00,2,15.434434300419364,57.0036085701164,1
2.0,2024-01-01 02:00:00,2024-01-01 02:19:00,1,2.0446564251632307,11.104008680688048,1
2.0,2024-01-01 02:01:00,2024-01-01 02:27:00,3,1.4176383994703683,66.06377225568718,1
1.0,2024-01-01 02:02:00,2024-01-01 02:58:00,4,0.8792369821775828,60.830051287526025,2
1.0,2024-01-01 02:03:00,2024-01-01 02:35:00,2,4.181483541582167,90.10032292499707,2
1.0,2024-01-01 02:04:00,2024-01-01 02:22:00,6,8.580963755510655,67.0527829699922,1
1.0,2024-01-01 02:05:00,2024-01-01 02:36:00,2,18.74860960135505,38.15998032384738,1
2.0,2024-01-01 02:06:00,2024-01-01 02:51:00,2,9.412663355682636,96.79144394205294,1
2.0,2024-01-01 02:07:00,2024-01-01 02:51:00,6,6.159974554764323,81.15385116829319,1
1.0,2024-01-01 02:08:00,2024-01-01 02:40:00,1,11.457737443633436,64.88967374622867,2
2.0,2024-01-01 02:09:00,2024-01-01 02:39:00,5,2.68272427362839,32.827894323296675,1
1.0,2024-01-01 02:10:00,2024-01-01 03:03:00,1,12.385364874597173,40.48632814985808,1
1.0,2024-01-01 02:11:00,2024-01-01 02:17:00,2,11.584423109444815,68.64714278918238,1
1.0,2024-01-01 02:12:00,2024-01-01 02:41:00,1,15.94386415141134,11.838177754015565,1
1.0,2024-01-01 02:13:00,2024-01-01 02:20:00,3,19.74040842653197,29.38465620677503,2
2.0,2024-01-01 02:14:00,2024-01-01 02:26:00,3,5.392032698464155,72.8205886726768,1
1.0,2024-01-01 02:15:00,2024-01-01 03:03:00,3,10.438300790673331,50.601758435238985,3
2.0,2024-01-01 02:16:00,2024-01-01 02:53:00,2,18.22287542322057,43.22738865737086,1
2.0,2024-01-01 02:17:00,2024-01-01 03:03:00,2,15.811202746245408,19.388474128039377,1
1.0,2024-01-01 02:18:00,2024-01-01 03:14:00,1,10.004422910465747,46.9756582753846,1
2.0,2024-01-01 02:19:00,2024-01-01 02:58:00,2,18.93474716748817,78.21573722222222,2
2.0,2024-01-01 02:20:00,2024-01-01 02:30:00,5,1.6161155235777829,30.08122037682984,1
1.0,2024-01-01 02:21:00,2024-01-01 03:04:00,2,18.654473084395388,5.5128615074493545,4
1.0,2024-01-01 02:22:00,2024-01-01 03:18:00,4,1.4848941514647276,68.50796560934336,2
1.0,2024-01-01 02:23:00,2024-01-01 02:50:00,4,11.172442510236344,97.39952742109249,1
1.0,2024-01-01 02:24:00,2024-01-01 02:53:00,2,17.86359848602117,62.64852354091538,2
1.0,2024-01-01 02:25:00,2024-01-01 03:19:00,3,5.623058399445405,16.392576598077362,4
2.0,2024-01-01 02:26:00,2024-01-01 03:13:00,1,9.70884572943059,35.469643772743936,1
2.0,2024-01-01 02:27:00,2024-01-01 02:50:00,1,10.128347385114001,87.42595339842123,1
1.0,2024-01-01 02:28:00,2024-01-01 02:37:00,1,19.06680638298885,27.093967054398718,2
1.0,2024-01-01 02:29:00,2024-01-01 02:19:00,3,16.561089097685272,62.73111083227276,1
2.0,2024-01-01 02:30:00,2024-01-01 02:45:00,2,14.3255294708644,43.25376478412979,5
1.0,2024-01-01 02:31:00,2024-01-01 02:47:00,2,11.95872623899462,24.745153534866656,1
1.0,2024-01-01 02:32:00,2024-01-01 02:46:00,2,16.501539891820887,82.27365488864457,1
1.0,2024-01-01 02:33:00,2024-01-01 02:45:00,2,8.149207309709169,75.56897126424057,5
2.0,2024-01-01 02:34:00,2024-01-01 03:02:00,3,9.227261174568207,67.85115126613022,3
1.0,2024-01-01 02:35:00,2024-01-01 03:07:00,4,14.7350335610768,27.451976075531363,1
2.0,2024-01-01 02:36:00,2024-01-01 03:21:00,1,7.476217884227428,14.296415258062751,4
2.0,2024-01-01 02:37:00,2024-01-01 03:17:00,1,1.7460683699432895,59.735136333466784,1
1.0,2024-01-01 02:38:00,2024-01-01 03:19:00,3,1.9495248732783932,57.599394186246165,1
2.0,2024-01-01 02:39:00,2024-01-01 03:04:00,2,2.749574625461225,22.896575886812936,4
1.0,2024-01-01 02:40:00,2024-01-01 02:52:00,3,17.458785805201423,10.343435959941386,1
2.0,2024-01-01 02:41:00,2024-01-01 03:40:00,2,9.708415302245983,12.667303148428667,1
2.0,2024-01-01 02:42:00,2024-01-01 02:55:00,2,14.401206202222362,99.31324371870971,1
2.0,2024-01-01 02:43:00,2024-01-01 03:34:00,1,8.16173204429542,79.44047000057395,2
1.0,2024-01-01 02:44:00,2024-01-01 03:03:00,1,5.544863474604873,92.5888102166914,1
2.0,2024-01-01 02:45:00,2024-01-01 03:37:00,3,7.270247267463133,23.53019861245452,1
1.0,2024-01-01 02:46:00,2024-01-01 03:36:00,2,15.98655573368508,96.25401095072634,2
1.0,2024-01-01 02:47:00,2024-01-01 03:31:00,4,12.691714438113046,18.5521633899504,1
1.0,2024-01-01 02:48:00,2024-01-01 03:10:00,5,18.78397570917909,53.362773713814754,2
2.0,2024-01-01 02:49:00,2024-01-01 03:35:00,2,13.754243182248263,83.82109001962108,3
2.0,2024-01-01 02:50:00,2024-01-01 03:14:00,4,11.618541819216532,10.0,1
1.0,2024-01-01 02:51:00,2024-01-01 03:01:00,2,12.398822175223772,10.0,1
2.0,2024-01-01 02:52:00,2024-01-01 03:08:00,2,18.87624306963409,17.177585478414294,1
2.0,2024-01-01 02:53:00,2024-01-01 02:59:00,3,15.86991813240077,16.67757859990241,2
2.0,2024-01-01 02:54:00,2024-01-01 03:05:00,2,0.9688041286455374,63.85898135397266,3
1.0,2024-01-01 02:55:00,2024-01-01 03:15:00,3,10.915724074646096,69.17557501890539,1
2.0,2024-01-01 02:56:00,2024-01-01 03:03:00,1,13.922599025158014,78.84658883780835,1
1.0,2024-01-01 02:57:00,2024-01-01 03:46:00,3,15.099620329563525,57.88479500476659,1
2.0,2024-01-01 02:58:00,2024-01-01 03:05:00,5,4.6562713266217655,66.34713276482407,1
1.0,2024-01-01 02:59:00,2024-01-01 03:30:00,5,17.40995841180137,6.284140811473406,1
1.0,2024-01-01 03:00:00,2024-01-01 03:54:00,3,19.13894136991569,20.406219078032866,3
1.0,2024-01-01 03:01:00,2024-01-01 03:48:00,3,5.11594846397496,98.56690277160594,1
2.0,2024-01-01 03:02:00,2024-01-01 03:46:00,3,17.711001421586293,12.21938310000402,2
2.0,2024-01-01 03:03:00,2024-01-01 03:45:00,3,2.39108586906386,69.48488111472327,1
1.0,2024-01-01 03:04:00,2024-01-01 03:41:00,1,1.586283304247281,21.727850138013043,1
2.0,2024-01-01 03:05:00,2024-01-01 03:37:00,2,3.0198641020036128,73.08826564792598,1
2.0,2024-01-01 03:06:00,2024-01-01 03:11:00,2,1.6259510496072018,72.06908828138938,2
2.0,2024-01-01 03:07:00,2024-01-01 04:06:00,6,16.97773862453763,10.0,1
2.0,2024-01-01 03:08:00,2024-01-01 03:20:00,2,1.651477816936303,30.6152679258244,1
1.0,2024-01-01 03:09:00,2024-01-01 03:50:00,2,5.797451731591282,67.20321779219839,1
1.0,2024-01-01 03:10:00,2024-01-01 03:46:00,2,2.5232486989492,42.0581736841203,2
2.0,2024-01-01 03:11:00,2024-01-01 04:03:00,1,6.260729708118417,23.48205712149157,1
2.0,2024-01-01 03:12:00,2024-01-01 03:59:00,3,2.265909618217949,74.50956188481076,1
2.0,2024-01-01 03:13:00,2024-01-01 03:54:00,1,13.526063389488774,19.644014811951745,3
1.0,2024-01-01 03:14:00,2024-01-01 03:22:00,2,3.0998729186802154,86.28614809376992,3
1.0,2024-01-01 03:15:00,2024-01-01 03:49:00,4,17.110995553858313,53.89360478492362,1
2.0,2024-01-01 03:16:00,2024-01-01 03:26:00,2,16.435225489169497,15.041557368533566,2
2.0,2024-01-01 03:17:00,2024-01-01 04:07:00,1,0.7664028666768836,70.93687168544352,1
2.0,2024-01-01 03:18:00,2024-01-01 04:16:00,3,17.966663932544733,54.32048875958135,2
2.0,2024-01-01 03:19:00,2024-01-01 03:42:00,4,1.0644141764956576,33.31546932050691,3
2.0,2024-01-01 03:20:00,2024-01-01 03:56:00,1,5.173092806672354,45.14124112126621,1
1.0,2024-01-01 03:21:00,2024-01-01 03:34:00,4,1.1315881866319035,33.342085640812385,2
1.0,2024-01-01 03:22:00,2024-01-01 03:38:00,4,7.048947997266662,29.987454395564484,1
2.0,2024-01-01 03:23:00,2024-01-01 03:38:00,2,10.520397251408795,20.542799980152655,1
2.0,2024-01-01 03:24:00,2024-01-01 04:14:00,6,16.034574945795192,39.46287764806021,2
1.0,2024-01-01 03:25:00,2024-01-01 04:24:00,4,7.090640234161804,28.84378460002672,4
1.0,2024-01-01 03:26:00,2024-01-01 03:46:00,4,14.257055481125777,69.92627627012212,1
2.0,2024-01-01 03:27:00,2024-01-01 03:32:00,3,4.156336913820116,69.9682904105141,1
1.0,2024-01-01 03:28:00,2024-01-01 04:17:00,1,15.136669906510464,52.67482304278565,1
1.0,2024-01-01 03:29:00,2024-01-01 04:28:00,1,5.101933815230132,78.9047301096805,5
2.0,2024-01-01 03:30:00,2024-01-01 04:27:00,2,3.2991227409034742,84.92727330557457,2
2.0,2024-01-01 03:31:00,2024-01-01 03:56:00,1,4.115472582294059,60.077813456255946,2
2.0,2024-01-01 03:32:00,2024-01-01 04:06:00,2,4.05023101319618,63.79884046252621,1
1.0,2024-01-01 03:33:00,2024-01-01 03:50:00,5,10.500826147851328,31.87416142970469,3
2.0,2024-01-01 03:34:00,2024-01-01 04:12:00,4,16.97355283316885,90.01257406702437,3
1.0,2024-01-01 03:35:00,2024-01-01 03:43:00,3,2.05229900135386,7.299574220140333,2
1.0,2024-01-01 03:36:00,2024-01-01 04:08:00,5,14.285648210621742,38.117234597070336,1
2.0,2024-01-01 03:37:00,2024-01-01 03:27:00,4,13.259755963230724,73.57104004723632,1
2.0,2024-01-01 03:38:00,2024-01-01 04:13:00,2,17.514139060672566,12.608503418760318,1
2.0,2024-01-01 03:39:00,2024-01-01 04:38:00,1,5.260877429884691,22.4011051056878,2
2.0,2024-01-01 03:40:00,2024-01-01 04:11:00,2,9.277142244358078,60.98214414697086,1
2.0,2024-01-01 03:41:00,2024-01-01 03:50:00,3,18.553633801648587,58.19939878903801,2
1.0,2024-01-01 03:42:00,2024-01-01 04:11:00,2,13.369872277638684,75.19818813244072,1
1.0,2024-01-01 03:43:00,2024-01-01 03:50:00,3,8.08098405080114,82.19820071337632,2
1.0,2024-01-01 03:44:00,2024-01-01 04:21:00,1,3.062541465677735,17.215059958608567,1
1.0,2024-01-01 03:45:00,2024-01-01 03:53:00,3,5.618457654061525,6.746194028647995,1
2.0,2024-01-01 03:46:00,2024-01-01 04:15:00,4,11.833701811042976,70.51565936759609,1
1.0,2024-01-01 03:47:00,2024-01-01 04:11:00,3,14.504274977430018,33.63222059780412,1
2.0,2024-01-01 03:48:00,2024-01-01 04:26:00,6,2.926226793611923,64.4684718222056,1
2.0,2024-01-01 03:49:00,2024-01-01 04:19:00,4,12.192146570859054,19.301735865911347,3
2.0,2024-01-01 03:50:00,2024-01-01 03:59:00,5,11.231849937355644,49.55880443326648,1
2.0,2024-01-01 03:51:00,2024-01-01 04:30:00,5,10.522131210468809,52.9203508760265,1
2.0,2024-01-01 03:52:00,2024-01-01 04:24:00,4,13.957400794799156,60.58239255545553,1
1.0,2024-01-01 03:53:00,2024-01-01 04:26:00,3,16.830267104127508,53.751151551403616,1
1.0,2024-01-01 03:54:00,2024-01-01 04:07:00,6,6.798298821948934,52.09062317172782,1
2.0,2024-01-01 03:55:00,2024-01-01 04:51:00,2,17.83573770716371,36.609744628466274,1
1.0,2024-01-01 03:56:00,2024-01-01 04:38:00,3,3.632355446061738,11.762122450218191,1
1.0,2024-01-01 03:57:00,2024-01-01 04:51:00,2,3.873965460147705,13.50441869570002,1
2.0,2024-01-01 03:58:00,2024-01-01 04:08:00,2,5.702055240666517,46.2089360686796,2
1.0,2024-01-01 03:59:00,2024-01-01 04:22:00,6,2.830851956168017,38.80034714299434,1
2.0,2024-01-01 04:00:00,2024-01-01 04:48:00,5,4.991224881316112,54.03280644407729,1
2.0,2024-01-01 04:01:00,2024-01-01 04:16:00,4,2.5750293766054697,33.959626079345355,1
2.0,2024-01-01 04:02:00,2024-01-01 04:08:00,2,16.524172131215114,70.35145868825582,3
1.0,2024-01-01 04:03:00,2024-01-01 04:54:00,1,3.20989534178918,87.0757080909035,2
1.0,2024-01-01 04:04:00,2024-01-01 04:52:00,1,15.072302372417209,33.392002934752426,2
2.0,2024-01-01 04:05:00,2024-01-01 04:53:00,2,1.434320424310008,23.33348075420772,1
1.0,2024-01-01 04:06:00,2024-01-01 04:19:00,1,18.996146386521342,16.037154554138468,3
2.0,2024-01-01 04:07:00,2024-01-01 04:32:00,1,14.36762170679144,63.544133854227184,1
2.0,2024-01-01 04:08:00,2024-01-01 04:36:00,5,0.6325326974291798,47.16631915835409,1
2.0,2024-01-01 04:09:00,2024-01-01 04:47:00,3,15.395201753904171,22.86149313364745,2
1.0,2024-01-01 04:10:00,2024-01-01 04:36:00,2,10.524597454940611,67.04798966272627,1
1.0,2024-01-01 04:11:00,2024-01-01 04:18:00,1,15.697620821534835,19.10590238550202,5
2.0,2024-01-01 04:12:00,2024-01-01 04:28:00,2,10.688687773366476,57.65856705555549,1
1.0,2024-01-01 04:13:00,2024-01-01 04:45:00,1,12.999984723889416,55.07909625440014,5
1.0,2024-01-01 04:14:00,2024-01-01 04:48:00,5,15.833467280203289,74.75164111267792,2
2.0,2024-01-01 04:15:00,2024-01-01 04:45:00,2,8.399607064463206,10.23541579436334,1
2.0,2024-01-01 04:16:00,2024-01-01 05:08:00,2,0.5528089214988157,89.34792852587638,1
2.0,2024-01-01 04:18:00,2024-01-01 04:50:00,1,7.92736207118092,25.53196984313241,4
1.0,2024-01-01 04:19:00,2024-01-01 04:49:00,3,10.17283315732337,22.42350811792527,1
2.0,2024-01-01 04:20:00,2024-01-01 04:57:00,3,10.128347385114001,46.00772034365942,2
2.0,2024-01-01 04:21:00,2024-01-01 04:46:00,3,10.09579420182691,82.66870630673671,5
1.0,2024-01-01 04:22:00,2024-01-01 05:01:00,1,19.736504330648724,85.08024934821518,1
2.0,2024-01-01 04:23:00,2024-01-01 05:19:00,3,5.926219385966008,54.44332875324139,1
2.0,2024-01-01 04:24:00,2024-01-01 05:02:00,3,8.210656269726373,86.77703195524006,2
2.0,2024-01-01 04:25:00,2024-01-01 05:10:00,5,13.900204931139196,5.517152373210604,1
2.0,2024-01-01 04:26:00,2024-01-01 05:21:00,2,16.388476516711343,8.341589995501678,1
2.0,2024-01-01 04:27:00,2024-01-01 05:18:00,2,8.639136668118956,91.62305139549056,1
1.0,2024-01-01 04:28:00,2024-01-01 04:50:00,3,6.538542972825205,78.65653333916202,1
1.0,2024-01-01 04:29:00,2024-01-01 04:44:00,3,18.787603099708807,47.81707553378664,2
2.0,2024-01-01 04:30:00,2024-01-01 04:57:00,2,13.70432685009755,76.59296249040878,1
2.0,2024-01-01 04:31:00,2024-01-01 05:23:00,2,2.820915437616251,95.78574886372506,5
2.0,2024-01-01 04:32:00,2024-01-01 04:58:00,2,1.844093623625648,78.34850476872208,1
2.0,2024-01-01 04:33:00,2024-01-01 04:54:00,5,9.929222090412196,85.02527671274059,2
2.0,2024-01-01 04:34:00,2024-01-01 04:43:00,2,4.791756287921812,77.25762523205587,1
2.0,2024-01-01 04:35:00,2024-01-01 05:23:00,5,5.452702690836943,20.98005378118645,1
2.0,2024-01-01 04:36:00,2024-01-01 04:51:00,2,17.61499748714304,84.189540416345,1
2.0,2024-01-01 04:37:00,2024-01-01 05:11:00,5,2.2465374741680577,23.535337902299958,2
2.0,2024-01-01 04:38:00,2024-01-01 04:57:00,4,14.449600246963348,89.79807616419396,3
